あいか	あいか,あい佳,あい可,あい夏,あい禾,あい花,あい華,あい嘩,あい叶,あい樺,あい香,あい蘭,亜以伽,亜以佳,亜以加,亜以嘉,亜以夏,亜以果,亜以架,亜以歌,亜以禾,亜以花,亜以華,亜以香,亜伊香,亜依伽,亜依加,亜依嘉,亜依果,亜依架,亜依歌,亜依禾,亜依花,亜依香,亜衣伽,亜衣佳,亜衣加,亜衣嘉,亜衣果,亜衣架,亜衣歌,亜衣禾,亜衣花,亜衣華,亜衣香,亜衣日,亜衣蘭,亜唯日,娃伊香,娃依花,娃衣香,娃伽,娃佳,娃加,娃嘉,娃寡,娃果,娃架,娃歌,娃花,娃香,娃心翔,阿依佳,哀果,哀華,愛伊雅,愛依夏,愛衣夏,愛衣花,愛衣華,愛衣香,愛衣風,愛一花,愛一華,愛唄,愛榎,愛下,愛伽,愛佳,愛加,愛可,愛嘉,愛夏,愛果,愛架,愛歌,愛河,愛珂,愛禾,愛花,愛茄,愛華,愛芽,愛賀,愛海,愛馨,愛椛,愛樺,愛袈,愛圭,愛交,愛香,愛奏,愛日,愛楓,愛風,愛耶,愛癒花,愛唯佳,愛唯珂,愛栞,愛珈,愛蕾,逢依花,逢衣嘉,逢衣夏,逢衣果,逢衣歌,逢衣華,逢衣叶,逢衣香,逢佳,逢加,逢嘉,逢夏,逢果,逢歌,逢花,逢華,逢叶,逢香,逢奏,逢楓,逢風,逢唯加,逢唯嘉,逢唯夏,逢唯果,逢唯歌,逢唯花,逢唯華,逢唯叶,逢唯香,葵加,葵香,茜伊香,綾衣歌,杏伊風,杏衣風,杏衣翔,会歌,会花,会華,会椛,会香,空衣圭,空衣風,空衣翔,吾衣花,吾恋叶,合夏,彩依珂,彩衣佳,彩衣加,彩衣果,彩衣花,彩香,際架,際花,紫花賀,紫花圭,紫花風,秋香,相花,相奏,瞳榎,瞳伽,瞳佳,瞳加,瞳可,瞳嘉,瞳夏,瞳果,瞳架,瞳歌,瞳珂,瞳花,瞳茄,瞳華,瞳芽,瞳雅,瞳叶,瞳香,瞳奏,瞳楓,瞳耶,乃花,美架,美華,碧佳,碧歌,明依花,明衣夏,明衣果,有維加,藍愛,藍郁,藍伽,藍佳,藍加,藍可,藍嘉,藍夏,藍果,藍歌,藍河,藍珂,藍禾,藍花,藍茄,藍華,藍芽,藍雅,藍馨,藍叶,藍椛,藍樺,藍香,藍奏,藍日,藍楓,藍風,藍耶,藍栞,藍翔,和佳,和加,和可,和夏,和果,和珂,和花,和華,和嘩,和樺,和香,曖夏,曖架,曖花,曖華,曖樺,曖香,曖楓,曖栞
あいこ	あいこ,あい子,アイ子,亜以子,亜伊子,亜依瑚,亜依子,亜依心,亜惟子,亜維子,亜衣子,亜唯子,娃子,阿衣子,愛依子,愛惟子,愛衣子,愛乎,愛呼,愛湖,愛胡,愛虎,愛誇,愛鼓,愛瑚,愛倖,愛好,愛幸,愛香,愛子,愛心,愛唯子,愛琥,逢子,葵子,安伊子,杏依子,杏惟子,会子,吾以子,吾惟子,吾衣子,吾唯子,彩依子,彩衣子,紫花子,相子,明依子,明偉子,明維子,明衣子,明生子,明唯子,有衣子,有幾子,藍湖,藍瑚,藍子,和香,亞以子,曖瑚,曖子
あいさ	あいさ,亜依紗,亜衣佐,亜衣沙,亜衣桜,娃佐,娃沙,娃瑳,娃砂,娃冴,娃咲,娃早,愛依咲,愛依紗,愛衣咲,愛衣桜,愛幸,愛瑳,愛彩,愛才,愛冴,愛皐,愛珊,愛紗,愛早,愛櫻,愛颯,逢沙,逢彩,逢咲,逢桜,逢紗,杏衣咲,会沙,会紗,彩伊沙,秋沙,藍更,藍佐,藍沙,藍砂,藍彩,藍咲,藍桜,藍紗,藍早,藍朝,藍颯,和彩,和桜,和生咲,曖桜
あいしゃ	亜衣沙,娃沙,阿伊沙,愛以星,愛砂,愛紗,愛謝,逢紗,藍紗
あいな	あいな,あい菜,あい奈,あい那,アイナ,亜伊奈,亜依菜,亜依奈,亜依那,亜衣菜,亜衣水,亜衣奈,亜衣那,亜唯菜,亜唯那,娃夏,娃彩菜,娃七,娃奈,娃那,娃凪,娃南,娃波,娃並,娃名,娃鳴,哀那,哀納,哀和,愛愛,愛依夏,愛依菜,愛依奈,愛依那,愛依波,愛衣菜,愛衣奈,愛衣捺,愛衣和,愛一菜,愛夏,愛花,愛茄,愛華,愛彩,愛菜,愛七,愛渚,愛心,愛水,愛成,愛生奈,愛奏,愛桃,愛奈,愛那,愛凪,愛捺,愛南,愛楠,愛日奈,愛祢,愛乃,愛納,愛波,愛苗,愛名,愛唯菜,愛唯奈,愛李菜,愛梨,愛梛,逢愛,逢衣奈,逢菜,逢七,逢奈,逢那,逢凪,逢南,逢波,逢名,逢和,葵衣奈,葵夏,葵菜,葵奈,葵那,絢依菜,絢衣那,絢彩奈,絢生那,絢唯奈,安比奈,杏衣菜,杏衣水,杏衣奈,杏衣和,杏莞夏,会那,空衣菜,空生菜,合那,彩以菜,彩依菜,彩依和,彩衣菜,彩衣奈,彩衣那,彩衣梛,彩禾奈,彩生奈,彩奈,彩唯菜,采衣和,紫花夏,紫花笑,相菜,相奏,相奈,朝稲,美成,美奈,美那,美凪,美薙,美撫,碧渚,歩依奈,歩衣那,歩衣名,明以奈,明依奈,明依那,明委奈,明衣那,明生菜,明唯菜,明苺奈,有生那,藍愛,藍茄,藍魚,藍菜,藍七,藍渚,藍奈,藍那,藍凪,藍捺,藍南,藍納,藍波,藍名,藍来,藍梨,藍和,藍來,藍梛,和愛,和菜,和七,和渚,和奈,和那,和捺,和梛,曖菜,曖奈,曖那,曖納,曖梛,綺衣水
あいね	あいね,あい音,あい禰,亜依音,亜衣音,亜稲,娃音,娃嶺,哀音,愛依音,愛維音,愛衣羽,愛衣音,愛営音,愛禾,愛願,愛子,愛禰,愛祢,愛寧,愛峯,愛唯音,愛李音,愛錬,挨音,逢音,絢衣音,絢衣峰,相音,明依音,有以子,藍音,藍寧,藍峯,曖音
あいの	あいの,あい乃,アイノ,亜以乃,亜衣乃,娃衣乃,娃乃,愛依乃,愛暖,愛乃,愛之,愛望,愛野,挨暖,逢乃,逢野,葵乃,会展,会乃,会野,相乃,相野,藍衣乃,藍乃,藍野,和乃
あいは	あいは,亜唯波,娃羽,娃巴,娃波,娃琶,娃芭,娃葉,愛衣羽,愛衣葉,愛羽,愛果,愛華,愛春,愛晴,愛巴,愛覇,愛杷,愛波,愛琶,愛葉,逢羽,逢春,逢葉,葵以羽,葵衣羽,葵衣花,絢衣花,絢莞花,綾星花,杏衣花,杏莞花,紫花羽,歩衣葉,藍羽,藍果,藍華,藍巴,藍覇,藍芭,藍碧,藍葉,綺衣羽,綺衣花,綺衣葉
あいほ	亜依朋,亜衣萌,娃帆,娃保,娃歩,娃穂,娃朋,愛衣萌,愛秀,愛帆,愛美,愛保,愛歩,愛穂,愛宝,愛朋,愛萌,愛鳳,愛萠,絢衣萌,綾衣萌,杏衣萌,采衣萌,藍帆,藍歩,藍穂,藍朋,和衣萌,曖朋
あいみ	あいみ,あい実,亜以美,亜伊美,亜依実,亜依美,亜惟美,亜衣美,亜衣未,亜唯実,亜唯美,娃海,娃見,娃光,娃実,娃心,娃美,娃文,娃弥,哀美,愛衣実,愛衣美,愛井美,愛一三,愛営,愛海,愛見,愛己,愛三,愛実,愛朱,愛珠,愛笑,愛心,愛深,愛水,愛美,愛望,愛未,愛魅,愛巳,愛蜜,愛弥,愛唯実,愛實,逢海,逢実,逢心,逢美,逢望,逢未,逢唯未,絢莞海,杏莞海,空愛海,空愛美,空実,彩依美,彩衣実,彩衣美,采衣望,采莞海,咲奈絵,相観,相美,相望,相未,相魅,明衣美,明良美,有唯美,藍衣海,藍海,藍観,藍実,藍深,藍水,藍泉,藍波,藍美,藍望,藍未,藍弥,藍彌,曖実
